Date,Open,High,Low,Close,Volume
2025-07-30 08:00:00,0.006185,0.0066,0.00451,0.005276,4337362604.0
2025-07-30 12:00:00,0.00527,0.0054,0.004638,0.004725,1069954274.0
2025-07-30 16:00:00,0.004726,0.004876,0.0046,0.00479,700760404.0
2025-07-30 20:00:00,0.004788,0.00505,0.00465,0.004801,447946495.0
2025-07-31 00:00:00,0.004801,0.004983,0.00474,0.004777,296045100.0
2025-07-31 04:00:00,0.004775,0.005307,0.004626,0.005287,496780365.0
2025-07-31 08:00:00,0.005282,0.006235,0.00511,0.005371,2793094492.0
2025-07-31 12:00:00,0.005375,0.005642,0.00501,0.00522,1072809438.0
2025-07-31 16:00:00,0.005217,0.005483,0.005067,0.005316,677410919.0
2025-07-31 20:00:00,0.005314,0.005388,0.004825,0.005005,620600944.0
2025-08-01 00:00:00,0.005001,0.005101,0.004808,0.004947,371264811.0
2025-08-01 04:00:00,0.004949,0.005029,0.004553,0.004778,492522630.0
2025-08-01 08:00:00,0.004769,0.005093,0.004696,0.004951,394245223.0
2025-08-01 12:00:00,0.004949,0.005162,0.004826,0.005122,406114933.0
2025-08-01 16:00:00,0.00512,0.005289,0.004953,0.005158,300887528.0
2025-08-01 20:00:00,0.005157,0.005472,0.00504,0.005204,592259500.0
2025-08-02 00:00:00,0.005207,0.005375,0.005028,0.005139,304484800.0
